Target Name,Target Accession,Target Length,Query Name,Query Accession,Query Length,E-value,Score,Bias,Domain Index,Domain Count,Cond. E-value,Domain Ind. E-value,Domain Bit-score,Domain Bias,Query Ali. Start,Query Ali. End,Target Ali. Start,Target Ali. End,Target Env. Start,Target Env. End,Acc,Description,Mapped PDB(s),Number of Identical Sequences,targetCoverage
OGLUM02G15010,OGLUM02G15010,494,Query,-,528,1.3e-150,515.5,12,1,2,7.9e-149,1.9e-144,495.1628418,5.65,12,441,19,455,8,456,0.98,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A0D9YRL3],,0,0.975378787878788
OGLUM02G15010,OGLUM02G15010,494,Query,-,528,1.3e-150,515.5,12,2,2,1.3e-06,0.031,25.86917114,0.52,481,519,455,493,454,494,0.94,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A0D9YRL3],,0,0.975378787878788
OPUNC03G35040,OPUNC03G35040,546,Query,-,528,1.3e-150,515.5,8.7,1,1,6.4e-155,1.5e-150,515.246521,8.72,7,525,15,535,11,538,0.97,,,0,0.986742424242424
H310_04927,H310_04927,545,Query,-,528,1.4e-150,515.3,14.7,1,1,7.4e-155,1.8e-150,515.0373535,14.72,8,525,17,540,13,543,0.97,T-complex protein 1, theta subunit,,0,0.992424242424242
QR46_1966,QR46_1966,559,Query,-,528,1.8e-150,515,3.7,1,1,8.7e-155,2.1e-150,514.8070068,3.69,4,524,3,547,1,551,0.98,TCP-1 chaperonin subunit zeta cpn60 chaperonin family protein,,0,1.03219696969697
Tc05v2_g024500,Tc05v2_g024500,549,Query,-,528,2e-150,514.9,8.2,1,1,1e-154,2.5e-150,514.5527954,8.16,7,525,13,538,9,541,0.96,,,0,0.996212121212121
MTR_1g030650,MTR_1g030650,543,Query,-,528,2.1e-150,514.8,11.2,1,1,1.1e-154,2.7e-150,514.418457,11.21,7,524,11,530,8,534,0.97,TCP-1/cpn60 chaperonin family protein,,0,0.984848484848485
B5M09_005663,B5M09_005663,644,Query,-,528,2.2e-150,514.7,17.2,1,1,1.1e-154,2.7e-150,514.4221802,17.19,9,525,122,639,116,642,0.98,hypothetical protein,,0,0.981060606060606
C447_07433,C447_07433,516,Query,-,528,2.3e-150,514.6,14.5,1,1,1.1e-154,2.6e-150,514.4859009,14.51,7,520,3,515,1,516,0.98,thermosome subunit 3,,0,0.971590909090909
PGSC0003DMG400006829,PGSC0003DMG400006829,541,Query,-,528,2.5e-150,514.5,10,1,1,1.3e-154,3.1e-150,514.2401123,10.02,7,524,9,528,5,532,0.98,TCP domain class transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400006829],,0,0.984848484848485
TRIDC6AG058690,TRIDC6AG058690,493,Query,-,528,3e-150,514.3,2.2,1,1,1.5e-154,3.6e-150,514.0245361,2.19,48,524,4,490,2,493,0.98,,,0,1.00568181818182
HTIA_0574,HTIA_0574,511,Query,-,528,3.4e-150,514.1,13.9,1,1,1.6e-154,3.8e-150,513.9655762,13.87,7,519,3,510,1,511,0.97,heat shock protein 60 family chaperone GroEL / thermosome subunit,,0,0.962121212121212
AET6Gv20968000,AET6Gv20968000,492,Query,-,528,4.3e-150,513.8,2.2,1,1,2.2e-154,5.2e-150,513.5050049,2.2,48,524,3,489,3,492,0.98,,,0,0.954545454545455
GSMUA_Achr8G04580_001,GSMUA_Achr8G04580_001,544,Query,-,528,4.7e-150,513.6,10.3,1,1,2.4e-154,5.7e-150,513.3731079,10.28,7,525,13,533,9,536,0.97,T-complex protein 1 subunit theta [Source:GMGC_GENE;Acc:GSMUA_Achr8G04580_001],,0,0.986742424242424
OSTLU_34150,OSTLU_34150,541,Query,-,528,5.2e-150,513.5,3,1,1,2.8e-154,6.8e-150,513.1242065,2.98,8,520,9,525,5,530,0.96,predicted protein,,0,0.979166666666667
Natoc_0648,Natoc_0648,525,Query,-,528,5.3e-150,513.5,15.9,1,1,2.5e-154,6e-150,513.2843018,15.88,3,519,10,524,8,525,0.97,chaperonin GroEL,,0,0.975378787878788
C449_14977,C449_14977,521,Query,-,528,5.4e-150,513.4,11.9,1,1,2.6e-154,6.1e-150,513.2711792,11.9,3,520,4,520,2,521,0.98,thermosome subunit 3,,0,0.979166666666667
Tp57577_TGAC_v2_gene34618,Tp57577_TGAC_v2_gene34618,540,Query,-,528,6.4e-150,513.2,10.3,1,1,3.3e-154,7.8e-150,512.9251099,10.28,7,525,8,528,4,531,0.97,,,0,0.986742424242424
TRIUR3_15271,TRIUR3_15271,526,Query,-,528,7.2e-150,513,3.1,1,1,3.6e-154,8.6e-150,512.7711182,3.13,48,524,37,523,35,526,0.98,T-complex protein 1 subunit zeta [Source:UniProtKB/TrEMBL;Acc:M8A015],,0,0.922348484848485
DYB26_006447,DYB26_006447,437,Query,-,528,8e-150,512.9,4.8,1,1,3.8e-154,9e-150,512.7114868,4.78,5,429,11,437,7,437,0.98,hypothetical protein,,1,0.808712121212121
A4A49_34657,A4A49_34657,541,Query,-,528,8.3e-150,512.8,10,1,1,4.4e-154,1e-149,512.5009766,9.98,8,524,10,528,6,532,0.97,t-complex protein 1 subunit theta,,0,0.982954545454545
Halxa_4021,Halxa_4021,525,Query,-,528,9.3e-150,512.7,19.1,1,1,4.4e-154,1.1e-149,512.4833984,19.12,3,519,10,524,8,525,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
TRIDC1BG036450,TRIDC1BG036450,545,Query,-,528,9.7e-150,512.6,19.7,1,1,7e-154,1.7e-149,511.8360901,19.72,13,524,13,541,3,545,0.97,,,0,1.00189393939394
estExt_Genewise1.C_1250017,estExt_Genewise1.C_1250017,550,Query,-,528,1e-149,512.5,17.3,1,1,5.7e-154,1.4e-149,512.1312256,17.3,8,524,13,536,8,539,0.97,,,0,0.992424242424242
C491_03740,C491_03740,514,Query,-,528,1.2e-149,512.3,18.8,1,1,5.5e-154,1.3e-149,512.1765747,18.77,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
C483_13523,C483_13523,519,Query,-,528,1.2e-149,512.3,19.5,1,1,5.8e-154,1.4e-149,512.0956421,19.48,3,519,4,518,2,519,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
C492_21000,C492_21000,519,Query,-,528,1.2e-149,512.2,15.5,1,1,5.9e-154,1.4e-149,512.0778198,15.53,3,519,4,518,2,519,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
C482_19801,C482_19801,519,Query,-,528,1.4e-149,512.1,19.1,1,1,6.4e-154,1.5e-149,511.9579468,19.07,3,519,4,518,2,519,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
ALNC14_075060,ALNC14_075060,545,Query,-,528,1.5e-149,512,16.7,1,1,7.2e-154,1.7e-149,511.7825012,16.65,8,525,17,540,11,543,0.97,Tcomplex protein 1 subunit theta putative,,0,0.992424242424242
Pp3c15_13420,Pp3c15_13420,548,Query,-,528,1.6e-149,511.9,8.5,1,1,7.9e-154,1.9e-149,511.6618347,8.51,9,525,17,537,11,540,0.96,,,3,0.986742424242424
CCACVL1_22892,CCACVL1_22892,550,Query,-,528,1.6e-149,511.9,8.7,1,1,8.1e-154,1.9e-149,511.6124268,8.75,7,525,13,538,9,541,0.97,Chaperonin Cpn60/TCP-1,,0,0.996212121212121
TRIDC1BG036450,TRIDC1BG036450,544,Query,-,528,1.7e-149,511.8,20.1,1,1,1.7e-153,4e-149,510.5841675,20.11,13,524,13,540,3,544,0.95,,,0,1.00189393939394
AT3G03960,AT3G03960,549,Query,-,528,1.7e-149,511.8,9.1,1,1,8.8e-154,2.1e-149,511.4968567,9.06,7,525,14,534,10,537,0.98,T-complex protein 1 subunit theta [Source:UniProtKB/Swiss-Prot;Acc:Q94K05],,0,0.986742424242424
AET7Gv20542300,AET7Gv20542300,479,Query,-,528,1.8e-149,511.7,16.4,1,1,8.8e-154,2.1e-149,511.5043335,16.37,76,524,10,475,8,479,0.98,,,0,1.00189393939394
AGDE_10449,AGDE_10449,495,Query,-,528,2.1e-149,511.5,11,1,1,9.7e-154,2.3e-149,511.3648071,11.02,47,523,1,491,1,495,0.97,T-complex protein 1 subunit alpha,,0,0.929924242424242
NAEGRDRAFT_83297,NAEGRDRAFT_83297,555,Query,-,528,2.1e-149,511.5,8.4,1,1,1e-153,2.5e-149,511.2647095,8.41,8,525,18,537,11,540,0.97,predicted protein,,0,0.984848484848485
Al_scaffold_0006_1735,Al_scaffold_0006_1735,548,Query,-,528,2.3e-149,511.4,7.2,1,1,1.1e-153,2.7e-149,511.1575317,7.19,7,525,13,533,7,536,0.98,Predicted protein [Source:UniProtKB/TrEMBL;Acc:D7LXS6],,0,0.986742424242424
fgenesh2_kg.3__352__AT3G03960.1,fgenesh2_kg.3__352__AT3G03960.1,546,Query,-,528,2.8e-149,511.1,8.4,1,1,1.4e-153,3.4e-149,510.8094482,8.38,7,525,11,531,7,534,0.98,,,0,0.986742424242424
TRIDC7AG006650,TRIDC7AG006650,471,Query,-,528,2.8e-149,511.1,16.5,1,1,1.3e-153,3.1e-149,510.9305725,16.53,77,524,3,467,1,471,0.98,,,0,1.00189393939394
g06136,g06136,549,Query,-,528,2.8e-149,511.1,8.4,1,1,1.5e-153,3.5e-149,510.7783813,8.38,7,525,14,534,10,537,0.98,,,0,0.986742424242424
AET4Gv20355900,AET4Gv20355900,537,Query,-,528,2.9e-149,511,7.1,1,1,1.5e-153,3.7e-149,510.7005615,7.07,8,525,10,529,6,532,0.97,,,0,0.984848484848485
AET4Gv20355900,AET4Gv20355900,540,Query,-,528,3e-149,511,7.1,1,1,1.6e-153,3.7e-149,510.6694336,7.07,8,525,10,529,6,532,0.97,,,1,0.984848484848485
C496_06677,C496_06677,514,Query,-,528,3.1e-149,510.9,17.6,1,1,1.5e-153,3.5e-149,510.7803955,17.61,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
EBH_0080510,EBH_0080510,472,Query,-,528,3.2e-149,510.9,2.5,1,1,1.5e-153,3.6e-149,510.7370605,2.46,44,501,1,466,1,472,0.98,TCP-1/cpn60 family chaperonin, putative,,0,0.882575757575758
Nmag_2827,Nmag_2827,525,Query,-,528,3.8e-149,510.6,19,1,1,1.8e-153,4.3e-149,510.462616,18.99,3,519,10,524,8,525,0.97,thermosome subunit 3,,0,0.975378787878788
GUITHDRAFT_87153,GUITHDRAFT_87153,539,Query,-,528,4e-149,510.6,12.4,1,1,2e-153,4.8e-149,510.324585,12.37,8,525,14,532,9,535,0.97,cytosolic chaperonin protein, theta subunit,,0,0.982954545454545
HORVU4Hr1G040660,HORVU4Hr1G040660,540,Query,-,528,4e-149,510.6,8,1,1,2.1e-153,5e-149,510.2512817,8.03,8,525,10,529,6,532,0.97,,,0,0.984848484848485
L593_01870,L593_01870,518,Query,-,528,4.1e-149,510.5,18.2,1,1,1.9e-153,4.6e-149,510.3741455,18.2,3,519,4,517,2,518,0.97,thermosome subunit alpha,,0,0.973484848484849
C450_16170,C450_16170,520,Query,-,528,4.3e-149,510.5,11.3,1,1,2e-153,4.9e-149,510.2967529,11.33,3,520,4,519,2,520,0.97,thermosome subunit 3,,0,0.977272727272727
PRUPE_3G113600,PRUPE_3G113600,541,Query,-,528,4.4e-149,510.4,11.9,1,1,2.3e-153,5.4e-149,510.1441956,11.86,7,524,9,528,5,532,0.97,hypothetical protein,,0,0.984848484848485
GL50803_10231,GL50803_10231,559,Query,-,528,4.4e-149,510.4,5.8,1,1,2.1e-153,5e-149,510.2513123,5.79,4,524,3,547,1,551,0.97,TCP-1 chaperonin subunit zeta,,0,1.03219696969697
DHA2_10231,DHA2_10231,559,Query,-,528,4.4e-149,510.4,5.8,1,1,2.1e-153,5e-149,510.2513123,5.79,4,524,3,547,1,551,0.97,Putative TCP-1/cpn60 chaperonin family protein,,0,1.03219696969697
GSPATT00021703001,GSPATT00021703001,538,Query,-,528,4.4e-149,510.4,10.5,1,1,6.4e-153,1.5e-148,508.6516113,10.52,3,525,4,518,2,521,0.93,,,0,0.975378787878788
TRIDC4BG025640,TRIDC4BG025640,540,Query,-,528,4.7e-149,510.3,8.1,1,1,2.5e-153,5.9e-149,510.0222778,8.14,8,525,10,529,6,532,0.97,,,0,0.984848484848485
TraesCS4B02G165400,TraesCS4B02G165400,540,Query,-,528,4.7e-149,510.3,8.1,1,1,2.5e-153,5.9e-149,510.0222778,8.14,8,525,10,529,6,532,0.97,,,0,0.984848484848485
B456_007G288800,B456_007G288800,550,Query,-,528,5.6e-149,510.1,7.1,1,1,2.9e-153,6.9e-149,509.7904358,7.05,7,524,13,537,9,541,0.97,hypothetical protein,,0,0.994318181818182
TRIDC4AG026040,TRIDC4AG026040,540,Query,-,528,7.1e-149,509.7,8.5,1,1,3.7e-153,8.9e-149,509.4342041,8.51,8,525,10,529,6,532,0.97,,,0,0.984848484848485
HORVU6Hr1G025270,HORVU6Hr1G025270,448,Query,-,528,7.3e-149,509.7,1,1,1,3.8e-153,9e-149,509.4204407,1.02,2,440,6,445,5,446,0.98,,,0,0.996212121212121
GLP15_3348,GLP15_3348,559,Query,-,528,7.3e-149,509.7,6,1,1,3.5e-153,8.3e-149,509.5240173,5.96,4,524,3,547,1,551,0.98,TCP-1 chaperonin subunit zeta protein,,0,1.03219696969697
CMESO_310,CMESO_310,534,Query,-,528,7.5e-149,509.7,12.9,1,1,3.8e-153,9.2e-149,509.3858337,12.87,13,522,8,533,2,534,0.97,t-complex protein 1 alpha SU,,0,0.996212121212121
Bra036422,Bra036422,544,Query,-,528,7.7e-149,509.6,10.3,1,1,3.9e-153,9.4e-149,509.3540039,10.32,7,524,9,528,5,532,0.98,AT3G03960 (E=1e-289) | chaperonin, putative ,,0,0.984848484848485
TraesCS4A02G164900,TraesCS4A02G164900,540,Query,-,528,8.5e-149,509.5,8.5,1,1,4.4e-153,1.1e-148,509.1846619,8.46,8,525,10,529,6,532,0.97,,,0,0.984848484848485
Halru_1240,Halru_1240,525,Query,-,528,9.3e-149,509.4,13.5,1,1,4.5e-153,1.1e-148,509.1724548,13.48,3,519,10,524,8,525,0.97,chaperonin GroEL,,0,0.975378787878788
SS50377_10827,SS50377_10827,541,Query,-,528,9.5e-149,509.3,2.6,1,1,4.7e-153,1.1e-148,509.0887756,2.58,4,522,3,529,1,535,0.97,TCP-1 chaperonin subunit zeta,,0,0.998106060606061
GSBRNA2T00015342001,GSBRNA2T00015342001,544,Query,-,528,1e-148,509.3,9.9,1,1,5.1e-153,1.2e-148,508.974823,9.95,7,524,9,528,5,532,0.98,BnaA01g33840D protein [Source:UniProtKB/TrEMBL;Acc:A0A078G8X2],,0,0.984848484848485
Zm00001d007508,Zm00001d007508,558,Query,-,528,1e-148,509.2,8.8,1,1,5.3e-153,1.3e-148,508.9165649,8.84,7,525,15,545,11,548,0.96,T-complex protein 1 subunit theta,,0,0.986742424242424
TRIDC7AG006650,TRIDC7AG006650,463,Query,-,528,1e-148,509.2,15.5,1,1,4.8e-153,1.1e-148,509.0675354,15.52,76,520,1,462,1,463,0.98,,,0,1.00189393939394
GSBRNA2T00044491001,GSBRNA2T00044491001,544,Query,-,528,1.1e-148,509.1,10.5,1,1,5.6e-153,1.3e-148,508.8590393,10.53,7,525,9,529,5,532,0.98,BnaC01g40350D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GZE1],,0,0.986742424242424
TanjilG_01918,TanjilG_01918,546,Query,-,528,1.1e-148,509.1,10.7,1,1,5.7e-153,1.4e-148,508.8311157,10.69,7,525,14,534,10,537,0.97,hypothetical protein,,0,0.986742424242424
C476_01757,C476_01757,514,Query,-,528,1.1e-148,509.1,17.5,1,1,5.2e-153,1.2e-148,508.9523621,17.48,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
C451_07692,C451_07692,519,Query,-,528,1.1e-148,509.1,13.8,1,1,5.4e-153,1.3e-148,508.8983459,13.76,4,520,5,518,2,519,0.97,thermosome subunit 3,,0,0.973484848484849
maker-pve_contig_417-fgenesh-gene-0.1,maker-pve_contig_417-fgenesh-gene-0.1,914,Query,-,528,1.2e-148,509,11.4,1,1,7.7e-153,1.8e-148,508.384491,11.38,8,525,385,908,381,911,0.97,T-complex protein 1 subunit theta.[Source:PGD;Acc:maker-pve_contig_417-fgenesh-gene-0.1],,0,0.992424242424242
Bo1g153420,Bo1g153420,544,Query,-,528,1.2e-148,509,10.7,1,1,6e-153,1.4e-148,508.7427673,10.74,7,525,9,529,5,532,0.98,,,0,0.986742424242424
TRFO_15717,TRFO_15717,495,Query,-,528,1.3e-148,508.8,11.9,1,1,6.5e-153,1.6e-148,508.6315002,11.88,47,526,1,491,1,493,0.98,T-complex protein 1 subunit alpha,,0,0.929924242424242
C493_05003,C493_05003,514,Query,-,528,1.7e-148,508.5,19.3,1,1,8.1e-153,1.9e-148,508.3243713,19.26,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
TanjilG_20427,TanjilG_20427,547,Query,-,528,1.8e-148,508.4,10.7,1,1,9.3e-153,2.2e-148,508.1271973,10.74,7,525,14,534,10,537,0.97,hypothetical protein,,0,0.986742424242424
BVRB_5g101650,BVRB_5g101650,548,Query,-,528,2.4e-148,508,8.5,1,1,1.2e-152,2.9e-148,507.724823,8.52,7,524,13,532,9,536,0.97,hypothetical protein,,0,0.984848484848485
HTG_15240,HTG_15240,525,Query,-,528,2.4e-148,508,15.6,1,1,1.1e-152,2.7e-148,507.8525085,15.56,3,519,10,524,8,525,0.97,hypothetical protein,,0,0.975378787878788
ACHHYP_13621,ACHHYP_13621,549,Query,-,528,2.5e-148,508,14.6,1,1,1.3e-152,3e-148,507.6860352,14.59,9,525,19,544,13,547,0.96,T-complex protein 1 subunit theta,,0,0.996212121212121
C494_12230,C494_12230,514,Query,-,528,2.6e-148,507.9,18.8,1,1,1.2e-152,2.9e-148,507.7348022,18.75,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
TRIDC6AG058690,TRIDC6AG058690,483,Query,-,528,2.8e-148,507.8,3.6,1,1,1.4e-152,3.4e-148,507.500946,3.62,48,518,3,483,2,483,0.98,,,0,1.00568181818182
AGDE_01246,AGDE_01246,456,Query,-,528,2.8e-148,507.8,8.5,1,1,1.3e-152,3.2e-148,507.6096497,8.5,71,525,2,454,1,456,0.99,T-complex protein 1 subunit beta,,0,0.857954545454545
C500_06271,C500_06271,514,Query,-,528,3e-148,507.7,20.4,1,1,1.4e-152,3.4e-148,507.5123291,20.39,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
TraesCS4D02G157300,TraesCS4D02G157300,537,Query,-,528,3.2e-148,507.6,7.5,1,1,1.7e-152,4e-148,507.287384,7.54,8,525,10,529,6,532,0.97,,,0,0.984848484848485
H257_02999,H257_02999,578,Query,-,528,3.3e-148,507.6,17.1,1,1,1.7e-152,4e-148,507.2902832,17.12,9,525,52,573,46,576,0.97,T-complex protein 1, theta subunit,,0,0.988636363636364
AMS69_07715,AMS69_07715,519,Query,-,528,3.6e-148,507.4,22.9,1,1,1.7e-152,4.1e-148,507.249176,22.88,3,519,4,518,2,519,0.97,thermosome subunit,,0,0.975378787878788
fgenesh1_pm.C_scaffold_3000472,fgenesh1_pm.C_scaffold_3000472,541,Query,-,528,4.1e-148,507.3,1.4,1,1,2.1e-152,5e-148,506.9491577,1.37,2,501,2,506,1,511,0.97,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:D7L4Q3],,0,0.956439393939394
C488_10111,C488_10111,519,Query,-,528,4.2e-148,507.2,15.7,1,1,2e-152,4.7e-148,507.0347595,15.69,3,519,4,518,2,519,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
Bra001094,Bra001094,548,Query,-,528,4.2e-148,507.2,9.8,1,1,2.2e-152,5.2e-148,506.8965149,9.82,7,524,13,532,9,536,0.98,AT3G03960 (E=2e-288) | chaperonin, putative ,,0,0.984848484848485
GSBRNA2T00111970001,GSBRNA2T00111970001,548,Query,-,528,4.2e-148,507.2,9.8,1,1,2.2e-152,5.2e-148,506.8965149,9.82,7,524,13,532,9,536,0.98,,,0,0.984848484848485
Natpe_3206,Natpe_3206,525,Query,-,528,4.4e-148,507.2,15.7,1,1,2.1e-152,5e-148,506.9679565,15.69,3,519,10,524,8,525,0.97,chaperonin GroEL,,0,0.975378787878788
B456_007G343600,B456_007G343600,550,Query,-,528,4.7e-148,507,7.7,1,1,2.4e-152,5.8e-148,506.7510376,7.7,7,524,13,537,8,541,0.97,hypothetical protein,,1,0.994318181818182
GLYMA_02G071900,GLYMA_02G071900,545,Query,-,528,5e-148,507,10.7,1,1,2.5e-152,6.1e-148,506.6777649,10.69,7,525,13,533,9,536,0.98,hypothetical protein,,0,0.986742424242424
GSBRNA2T00153724001,GSBRNA2T00153724001,548,Query,-,528,5.3e-148,506.9,9.9,1,1,2.7e-152,6.5e-148,506.5877075,9.9,7,524,13,532,9,536,0.98,,,0,0.984848484848485
C436_02557,C436_02557,519,Query,-,528,5.6e-148,506.8,21.4,1,1,2.6e-152,6.3e-148,506.6321716,21.4,3,519,4,518,2,519,0.97,thermosome subunit alpha,,0,0.975378787878788
rrnAC1815,rrnAC1815,526,Query,-,528,5.8e-148,506.7,21.4,1,1,2.8e-152,6.6e-148,506.5551147,21.4,3,519,11,525,9,526,0.97,thermosome alpha subunit,,0,0.975378787878788
Bo3g057220,Bo3g057220,548,Query,-,528,6.3e-148,506.6,9.6,1,1,3.2e-152,7.7e-148,506.3337402,9.56,7,524,13,532,9,536,0.98,,,0,0.984848484848485
C443_16928,C443_16928,519,Query,-,528,6.4e-148,506.6,22.1,1,1,3e-152,7.1e-148,506.443512,22.06,3,519,4,518,2,519,0.97,thermosome subunit alpha,,0,0.975378787878788
C435_08325,C435_08325,519,Query,-,528,7.6e-148,506.4,21.4,1,1,3.6e-152,8.5e-148,506.1943665,21.4,3,519,4,518,2,519,0.97,thermosome subunit alpha,,0,0.975378787878788
GLYMA_16G153200,GLYMA_16G153200,545,Query,-,528,8e-148,506.3,10.1,1,1,4.1e-152,9.8e-148,505.9974976,10.08,7,525,13,533,9,536,0.97,hypothetical protein,,0,0.986742424242424
C478_13295,C478_13295,519,Query,-,528,8.7e-148,506.2,15.7,1,1,4.1e-152,9.8e-148,505.992981,15.71,3,519,4,518,2,519,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
CEY00_Acc14365,CEY00_Acc14365,545,Query,-,528,9e-148,506.1,11,1,1,4.7e-152,1.1e-147,505.806427,11.04,7,525,13,533,9,536,0.97,T-complex protein 1 subunit theta like,,0,0.986742424242424
CME197C,CME197C,538,Query,-,528,1.1e-147,505.9,0,1,1,5.1e-152,1.2e-147,505.6925354,0.01,3,524,5,536,3,538,0.97,Chaperonin containing TCP1, subunit 6a [Source:UniProtKB/TrEMBL;Acc:M1V4I4],,0,1.00757575757576
CMG005C,CMG005C,538,Query,-,528,1.2e-147,505.7,0,1,1,5.6e-152,1.3e-147,505.5520325,0,3,524,5,536,3,538,0.97,Chaperonin containing TCP1, subunit 6a [Source:UniProtKB/TrEMBL;Acc:M1V4N4],,0,1.00757575757576
LR48_Vigan07g098200,LR48_Vigan07g098200,544,Query,-,528,1.5e-147,505.4,10.6,1,1,7.4e-152,1.8e-147,505.1414185,10.58,7,524,13,531,9,535,0.97,hypothetical protein,,0,0.982954545454545
C484_13650,C484_13650,514,Query,-,528,1.6e-147,505.3,20.1,1,1,7.4e-152,1.8e-147,505.1401062,20.07,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
CMESO_26,CMESO_26,521,Query,-,528,1.6e-147,505.3,8.5,1,1,7.5e-152,1.8e-147,505.1291809,8.46,9,518,3,519,1,521,0.98,t-complex protein 1, delta SU,,0,0.979166666666667
C442_16895,C442_16895,519,Query,-,528,1.6e-147,505.3,22.1,1,1,7.7e-152,1.8e-147,505.0956726,22.1,3,519,4,518,2,519,0.97,thermosome alpha subunit,,0,0.975378787878788
HAH_2341,HAH_2341,519,Query,-,528,1.7e-147,505.2,22,1,1,7.8e-152,1.9e-147,505.0723572,21.98,3,519,4,518,2,519,0.97,thermosome alpha subunit,,0,0.975378787878788
SG26_04255,SG26_04255,519,Query,-,528,1.7e-147,505.2,22,1,1,7.8e-152,1.9e-147,505.0723572,21.98,3,519,4,518,2,519,0.97,thermosome subunit,,0,0.975378787878788
AV929_04150,AV929_04150,519,Query,-,528,1.7e-147,505.2,22,1,1,7.8e-152,1.9e-147,505.0723572,21.98,3,519,4,518,2,519,0.97,thermosome subunit,,0,0.975378787878788
HISP_11925,HISP_11925,526,Query,-,528,1.7e-147,505.2,22,1,1,8.2e-152,2e-147,504.9953613,21.98,3,519,11,525,9,526,0.97,thermosome subunit,,0,0.975378787878788
C444_04961,C444_04961,519,Query,-,528,1.8e-147,505.1,21.5,1,1,8.4e-152,2e-147,504.9707947,21.49,3,519,4,518,2,519,0.97,thermosome subunit alpha,,0,0.975378787878788
C479_02371,C479_02371,514,Query,-,528,1.8e-147,505.1,14.9,1,1,8.5e-152,2e-147,504.9464722,14.87,6,519,2,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96969696969697
MARPO_0052s0054,MARPO_0052s0054,541,Query,-,528,2.1e-147,504.9,6.7,1,1,1e-151,2.5e-147,504.6474915,6.73,8,526,14,531,9,533,0.97,hypothetical protein,,0,0.981060606060606
C485_02828,C485_02828,514,Query,-,528,2.3e-147,504.8,16.6,1,1,1.1e-151,2.6e-147,504.6037598,16.6,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
C487_14174,C487_14174,519,Query,-,528,2.5e-147,504.7,16,1,1,1.2e-151,2.8e-147,504.4940491,15.97,3,519,4,518,2,519,0.97,chaperonin Cpn60/TCP-1,,0,0.975378787878788
C437_11848,C437_11848,519,Query,-,528,2.5e-147,504.6,21.7,1,1,1.2e-151,2.8e-147,504.4844971,21.72,3,519,4,518,2,519,0.97,thermosome alpha subunit,,0,0.975378787878788
AMTR_s00004p00079950,AMTR_s00004p00079950,544,Query,-,528,2.8e-147,504.5,12,1,1,1.5e-151,3.6e-147,504.1454468,12.01,7,525,13,533,9,536,0.97,TCP-1/cpn60 chaperonin family protein [Source:Projected from Arabidopsis thaliana (AT3G03960) TAIR;Acc:AT3G03960],,0,0.986742424242424
TRFO_30347,TRFO_30347,493,Query,-,528,3.5e-147,504.2,9.7,1,1,1.7e-151,4e-147,503.9767761,9.71,47,526,1,490,1,492,0.98,T-complex protein 1 subunit alpha,,0,0.928030303030303
PPERSA_05979,PPERSA_05979,540,Query,-,528,4e-147,504,6.4,1,1,2.1e-151,5e-147,503.6542664,6.37,7,525,11,527,7,530,0.97,GroEL-like apical domain,,0,0.979166666666667
SELMODRAFT_143104,SELMODRAFT_143104,542,Query,-,528,4.4e-147,503.9,4.8,1,1,2.3e-151,5.4e-147,503.5439453,4.79,13,526,20,531,10,533,0.96,,,0,0.96969696969697
C446_05855,C446_05855,514,Query,-,528,8.4e-147,502.9,19.5,1,1,3.9e-151,9.4e-147,502.7550964,19.47,7,519,3,513,1,514,0.97,chaperonin Cpn60/TCP-1,,0,0.96780303030303
C448_00562,C448_00562,525,Query,-,528,8.5e-147,502.9,13.1,1,1,4.1e-151,9.7e-147,502.7041016,13.1,4,520,11,524,8,525,0.97,thermosome subunit 3,,0,0.973484848484849
EDI_106740,EDI_106740,540,Query,-,528,1.1e-146,502.6,8.8,1,1,5.5e-151,1.3e-146,502.2839966,8.79,4,523,3,528,1,532,0.98,T-complex protein 1 subunit zeta, putative,,0,0.996212121212121
