Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
AET5Gv20856400	AET5Gv20856400	478	Query	-	528	4.40E-14	65	5.6	1	2	4.00E-07	0.0096	27.54324913	0.47	77	157	2	79	1	158	0.75			0
AET5Gv20856400	AET5Gv20856400	478	Query	-	528	4.40E-14	65	5.6	2	2	8.30E-11	2.00E-06	39.7010994	0.57	374	524	313	459	292	462	0.88			0
Tp57577_TGAC_v2_gene30572	Tp57577_TGAC_v2_gene30572	1598	Query	-	528	4.70E-14	64.9	0	1	1	4.20E-18	1.00E-13	63.76818466	0.02	150	400	252	506	222	510	0.83	1-phosphatidylinositol-3-phosphate 5-kinase fab1d-like protein [Source:UniProtKB/TrEMBL;Acc:A0A2K3NPE5]		0
AET2Gv21299600	AET2Gv21299600	1274	Query	-	528	5.00E-14	64.8	0	1	1	3.90E-18	9.40E-14	63.86987686	0.01	167	384	14	237	11	253	0.87			0
L916_02224	L916_02224	524	Query	-	528	5.10E-14	64.7	0.1	1	2	8.70E-11	2.10E-06	39.6269722	0.18	25	182	7	164	3	225	0.78	hypothetical protein		0
L916_02224	L916_02224	524	Query	-	528	5.10E-14	64.7	0.1	2	2	9.60E-06	0.23	22.9928627	0	314	450	281	431	265	461	0.76	hypothetical protein		0
F441_02334	F441_02334	524	Query	-	528	5.10E-14	64.7	0.1	1	2	8.70E-11	2.10E-06	39.6269722	0.18	25	182	7	164	3	225	0.78	hypothetical protein		0
F441_02334	F441_02334	524	Query	-	528	5.10E-14	64.7	0.1	2	2	9.60E-06	0.23	22.9928627	0	314	450	281	431	265	461	0.76	hypothetical protein		0
GLYMA_11G195900	GLYMA_11G195900	593	Query	-	528	5.10E-14	64.7	7.8	1	1	1.20E-13	3.00E-09	49.02257156	0.54	18	239	52	267	36	275	0.74	hypothetical protein		0
L917_02162	L917_02162	524	Query	-	528	5.20E-14	64.7	0.1	1	2	8.60E-11	2.10E-06	39.64925003	0.13	25	182	7	164	3	224	0.78	hypothetical protein		0
L917_02162	L917_02162	524	Query	-	528	5.20E-14	64.7	0.1	2	2	1.00E-05	0.24	22.92246056	0	314	450	281	431	265	456	0.76	hypothetical protein		0
AET2Gv21299600	AET2Gv21299600	1352	Query	-	528	5.40E-14	64.7	0	1	1	4.30E-18	1.00E-13	63.73920441	0.01	167	384	34	257	31	273	0.87			0
AET2Gv21299600	AET2Gv21299600	1378	Query	-	528	5.50E-14	64.6	0	1	1	4.40E-18	1.10E-13	63.69783783	0.01	167	384	154	377	151	393	0.87			0
AET7Gv20808200	AET7Gv20808200	728	Query	-	528	5.80E-14	64.6	0	1	1	5.20E-18	1.20E-13	63.46966553	0	166	398	200	439	194	444	0.86			0
AT1G26230	AT1G26230	470	Query	-	528	5.80E-14	64.6	2.9	1	1	1.60E-17	3.80E-13	61.84765625	0.17	20	153	51	184	35	273	0.82	Cpn60beta4 [Source:UniProtKB/TrEMBL;Acc:A0A178WH16]		0
HORVU2Hr1G127070	HORVU2Hr1G127070	836	Query	-	528	5.90E-14	64.5	0	1	1	4.70E-18	1.10E-13	63.6115303	0	169	384	24	247	20	263	0.88			0
GSBRNA2T00156409001	GSBRNA2T00156409001	1349	Query	-	528	5.90E-14	64.5	0	1	1	5.40E-18	1.30E-13	63.41622925	0.03	165	400	183	423	155	427	0.87			0
HORVU2Hr1G126940	HORVU2Hr1G126940	838	Query	-	528	5.90E-14	64.5	0	1	1	4.70E-18	1.10E-13	63.60525894	0	169	384	24	247	20	263	0.88			0
HORVU4Hr1G039410	HORVU4Hr1G039410	1772	Query	-	528	5.90E-14	64.5	0.9	1	1	7.80E-18	1.90E-13	62.87970734	0.92	195	408	437	632	427	639	0.9			0
AET2Gv21299600	AET2Gv21299600	1443	Query	-	528	6.00E-14	64.5	0	1	1	4.80E-18	1.10E-13	63.59885788	0.01	167	384	105	328	102	344	0.87			0
HORVU4Hr1G039410	HORVU4Hr1G039410	1815	Query	-	528	6.10E-14	64.5	0.9	1	1	8.10E-18	1.90E-13	62.8337059	0.92	195	408	437	632	427	639	0.9			0
AET2Gv21299600	AET2Gv21299600	1473	Query	-	528	6.20E-14	64.5	0	1	1	4.90E-18	1.20E-13	63.55521011	0.01	167	384	138	361	135	377	0.87			0
AET2Gv21299600	AET2Gv21299600	1489	Query	-	528	6.30E-14	64.4	0	1	1	5.00E-18	1.20E-13	63.53240967	0.01	167	384	154	377	151	393	0.87			0
HORVU2Hr1G126940	HORVU2Hr1G126940	874	Query	-	528	6.30E-14	64.4	0	1	1	5.10E-18	1.20E-13	63.49568176	0	169	384	36	259	32	275	0.88			0
Tp57577_TGAC_v2_gene32446	Tp57577_TGAC_v2_gene32446	574	Query	-	528	6.50E-14	64.4	0.1	1	1	1.70E-17	4.20E-13	61.73546982	0.07	110	203	4	98	2	134	0.94			0
HORVU2Hr1G127070	HORVU2Hr1G127070	895	Query	-	528	6.70E-14	64.4	0	1	1	5.30E-18	1.30E-13	63.43473053	0	169	384	36	259	32	275	0.88			0
MACK_00001045	MACK_00001045	79	Query	-	528	7.50E-14	64.2	0	1	1	3.30E-18	8.00E-14	64.1040802	0	387	455	2	70	1	78	0.95	T-complex protein 1 chaperonin		0
HORVU2Hr1G126940	HORVU2Hr1G126940	954	Query	-	528	7.60E-14	64.2	0	1	1	6.00E-18	1.40E-13	63.27394867	0	169	384	95	318	91	334	0.88			0
HORVU2Hr1G126940	HORVU2Hr1G126940	955	Query	-	528	7.60E-14	64.2	0	1	1	6.00E-18	1.40E-13	63.27135468	0	169	384	98	321	94	337	0.88			0
maker-pve_contig_50-snap-gene-0.25	maker-pve_contig_50-snap-gene-0.25	1610	Query	-	528	7.70E-14	64.2	0	1	1	2.70E-17	6.50E-13	61.09342194	0.06	199	350	413	563	397	567	0.9	Phosphatidylinositol-3-phosphate 5-kinase.[Source:PGD;Acc:maker-pve_contig_50-snap-gene-0.25]		0
HORVU7Hr1G077710	HORVU7Hr1G077710	730	Query	-	528	7.70E-14	64.2	0	1	1	7.00E-18	1.70E-13	63.03858566	0	166	398	198	437	192	442	0.86			0
AET7Gv20808200	AET7Gv20808200	827	Query	-	528	7.80E-14	64.1	0	1	1	6.70E-18	1.60E-13	63.11474991	0	166	398	200	439	194	444	0.86			0
TRIDC7AG045510	TRIDC7AG045510	831	Query	-	528	7.90E-14	64.1	0	1	1	6.70E-18	1.60E-13	63.10174561	0	166	398	200	439	194	444	0.86			0
PYU1_G010303	PYU1_G010303	1102	Query	-	528	8.30E-14	64	1.1	1	1	5.50E-18	1.30E-13	63.38451767	1.13	165	352	419	606	378	621	0.87	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K3WZC4]		0
MTR_3g465910	MTR_3g465910	535	Query	-	528	8.80E-14	64	0	1	1	5.30E-18	1.30E-13	63.43455505	0.03	388	459	464	535	452	535	0.94	HXXXD-type acyl-transferase family protein		0
HORVU0Hr1G038830	HORVU0Hr1G038830	482	Query	-	528	9.00E-14	63.9	5.1	1	2	2.50E-06	0.059	24.92630386	0.2	81	153	10	82	7	161	0.8			0
HORVU0Hr1G038830	HORVU0Hr1G038830	482	Query	-	528	9.00E-14	63.9	5.1	2	2	4.30E-11	1.00E-06	40.62725449	0.91	374	524	317	463	300	466	0.88			0
AT5G18820	AT5G18820	469	Query	-	528	9.10E-14	63.9	11.1	1	2	9.80E-06	0.23	22.95738602	3.69	86	245	7	156	1	160	0.74	"Chaperonin 60 subunit alpha 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q56XV8]"		0
AT5G18820	AT5G18820	469	Query	-	528	9.10E-14	63.9	11.1	2	2	1.70E-12	4.00E-08	45.29034424	0.79	370	522	305	454	274	459	0.89	"Chaperonin 60 subunit alpha 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q56XV8]"		0
OGLUM12G08280	OGLUM12G08280	842	Query	-	528	9.10E-14	63.9	0.5	1	1	1.80E-17	4.20E-13	61.71957016	0.5	166	399	372	612	363	617	0.8			2
AET7Gv20808200	AET7Gv20808200	898	Query	-	528	9.20E-14	63.9	0	1	1	7.80E-18	1.90E-13	62.89652252	0	166	398	95	334	89	339	0.86			0
Zm00001d049734	Zm00001d049734	784	Query	-	528	9.50E-14	63.9	0	1	1	1.10E-17	2.50E-13	62.4504509	0.01	167	397	100	337	91	343	0.85	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  		0
EPrPwG00000013901	EPrPwG00000013901	1944	Query	-	528	9.80E-14	63.8	0.9	1	1	5.10E-17	1.20E-12	60.18637848	0.39	187	351	709	871	680	884	0.87	Phosphatidylinositol-3-phosphate5-kinase (Fab-like; PIPK-A1).[Source:PGD;Acc:maker-piw_contig_24-snap-gene-0.19]		0
TRIDC5BG057700	TRIDC5BG057700	478	Query	-	528	9.90E-14	63.8	5.8	1	2	1.60E-07	0.0037	28.88859177	0.42	77	157	2	79	1	158	0.75			0
TRIDC5BG057700	TRIDC5BG057700	478	Query	-	528	9.90E-14	63.8	5.8	2	2	4.50E-10	1.10E-05	37.26374054	0.7	374	524	313	459	295	462	0.87			0
L915_02267	L915_02267	524	Query	-	528	1.00E-13	63.8	0.1	1	2	1.70E-10	4.00E-06	38.70362091	0.14	25	182	7	164	3	224	0.78	hypothetical protein		0
L915_02267	L915_02267	524	Query	-	528	1.00E-13	63.8	0.1	2	2	1.00E-05	0.24	22.92246056	0	314	450	281	431	265	456	0.76	hypothetical protein		0
TRIDC7AG045510	TRIDC7AG045510	934	Query	-	528	1.00E-13	63.8	0	1	1	8.30E-18	2.00E-13	62.79555893	0	166	398	186	425	180	430	0.86			0
Zm00001d029443	Zm00001d029443	1796	Query	-	528	1.00E-13	63.7	0	1	1	8.60E-18	2.10E-13	62.74500656	0.01	195	409	436	632	411	640	0.88	1-phosphatidylinositol-3-phosphate 5-kinase FAB1B		0
PAHAL_6G004500	PAHAL_6G004500	1607	Query	-	528	1.10E-13	63.6	0.1	1	1	1.60E-17	3.70E-13	61.89746475	0.01	166	397	199	437	168	443	0.83	hypothetical protein		1
TraesCS2D02G571300	TraesCS2D02G571300	1489	Query	-	528	1.10E-13	63.6	0	1	1	9.00E-18	2.20E-13	62.67751694	0.01	167	384	154	377	151	393	0.87			0
GQ55_6G004900	GQ55_6G004900	1607	Query	-	528	1.20E-13	63.6	0.1	1	1	1.60E-17	3.70E-13	61.89746475	0.01	166	397	199	437	168	443	0.83	hypothetical protein		0
GLYMA_10G218400	GLYMA_10G218400	1606	Query	-	528	1.20E-13	63.6	0	1	1	1.20E-17	2.90E-13	62.25637817	0.03	150	399	246	500	224	505	0.82	hypothetical protein		3
HORVU0Hr1G038830	HORVU0Hr1G038830	482	Query	-	528	1.20E-13	63.6	5.2	1	2	3.20E-06	0.076	24.57855797	0.21	81	156	10	82	7	161	0.78			0
HORVU0Hr1G038830	HORVU0Hr1G038830	482	Query	-	528	1.20E-13	63.6	5.2	2	2	4.30E-11	1.00E-06	40.62725449	0.91	374	524	317	463	300	466	0.88			0
fgenesh2_kg.1__3537__AT1G34260.1	fgenesh2_kg.1__3537__AT1G34260.1	1450	Query	-	528	1.20E-13	63.6	0.2	1	1	8.90E-18	2.10E-13	62.69824219	0.22	159	393	167	409	136	420	0.84	Phosphatidylinositol-4-phosphate 5-kinase family protein [Source:UniProtKB/TrEMBL;Acc:D7KK53]		0
OGLUM12G08280	OGLUM12G08280	942	Query	-	528	1.20E-13	63.5	0.5	1	1	2.10E-17	5.00E-13	61.46858978	0.46	166	399	372	612	363	617	0.8			0
HORVU2Hr1G077410	HORVU2Hr1G077410	321	Query	-	528	1.20E-13	63.5	0.3	1	1	2.00E-17	4.80E-13	61.53085709	0.29	27	238	42	246	24	258	0.72			1
GLYMA_07G045600	GLYMA_07G045600	1319	Query	-	528	1.20E-13	63.5	0	1	1	7.60E-18	1.80E-13	62.91744995	0	271	397	4	143	1	173	0.86	hypothetical protein		0
Zm00001d049734	Zm00001d049734	881	Query	-	528	1.20E-13	63.5	0	1	1	1.20E-17	2.80E-13	62.2961235	0.01	167	397	206	443	181	449	0.85	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  		0
HORVU7Hr1G077710	HORVU7Hr1G077710	908	Query	-	528	1.30E-13	63.4	0	1	1	1.10E-17	2.50E-13	62.44470596	0	166	398	199	438	193	443	0.86			1
OPUNC12G07720	OPUNC12G07720	601	Query	-	528	1.30E-13	63.4	15.1	1	1	3.80E-10	9.10E-06	37.51212311	2.53	373	523	441	587	394	591	0.84			0
AET6Gv20015200	AET6Gv20015200	190	Query	-	528	1.30E-13	63.4	1.1	1	1	6.20E-18	1.50E-13	63.21469879	1.08	22	140	67	189	50	190	0.91			0
DD238_007055	DD238_007055	1912	Query	-	528	1.30E-13	63.4	0.4	1	1	7.10E-17	1.70E-12	59.71862793	0.07	185	347	635	795	611	807	0.87	hypothetical protein		0
DD237_006983	DD237_006983	1912	Query	-	528	1.30E-13	63.4	0.4	1	1	7.10E-17	1.70E-12	59.71862793	0.07	185	347	635	795	611	807	0.87	hypothetical protein		0
HORVU2Hr1G077410	HORVU2Hr1G077410	403	Query	-	528	1.40E-13	63.3	0.7	1	1	4.00E-17	9.50E-13	60.55149841	0.24	27	236	38	240	20	250	0.7			0
HORVU2Hr1G077410	HORVU2Hr1G077410	414	Query	-	528	1.40E-13	63.3	0.7	1	1	3.70E-17	8.80E-13	60.66732407	0.24	27	238	43	247	25	261	0.72			0
HORVU2Hr1G127070	HORVU2Hr1G127070	1354	Query	-	528	1.40E-13	63.3	0	1	1	1.10E-17	2.50E-13	62.46074295	0	169	384	36	259	32	275	0.88			0
ONIVA11G17780	ONIVA11G17780	222	Query	-	528	1.40E-13	63.3	0	1	1	7.70E-18	1.80E-13	62.90366364	0.04	301	430	14	145	10	158	0.85			0
HORVU2Hr1G077410	HORVU2Hr1G077410	346	Query	-	528	1.40E-13	63.3	0.6	1	1	4.30E-17	1.00E-12	60.44396591	0.23	30	238	14	215	8	229	0.72			1
AT717_06030	AT717_06030	91	Query	-	528	1.40E-13	63.3	0.4	1	1	6.70E-18	1.60E-13	63.11027527	0.39	457	524	3	70	1	73	0.95	hypothetical protein		0
EMH_0011860	EMH_0011860	194	Query	-	528	1.40E-13	63.3	3.6	1	1	1.10E-17	2.60E-13	62.40814972	3.59	263	331	90	158	47	169	0.81	hypothetical protein		0
AET2Gv20708400	AET2Gv20708400	303	Query	-	528	1.40E-13	63.3	0.3	1	1	2.90E-17	7.00E-13	60.98883438	0.29	27	155	24	152	7	236	0.73			0
HORVU2Hr1G127070	HORVU2Hr1G127070	1375	Query	-	528	1.40E-13	63.3	0	1	1	1.10E-17	2.60E-13	62.42728806	0	169	384	36	259	32	275	0.88			0
AET2Gv20708400	AET2Gv20708400	302	Query	-	528	1.40E-13	63.2	0.3	1	1	2.90E-17	7.00E-13	60.99298477	0.29	27	155	23	151	6	235	0.73			1
AET2Gv20708400	AET2Gv20708400	300	Query	-	528	1.50E-13	63.2	0.3	1	1	3.00E-17	7.20E-13	60.94251633	0.3	27	155	21	149	5	233	0.73			0
Zm00001d049734	Zm00001d049734	954	Query	-	528	1.50E-13	63.2	0	1	1	1.30E-17	3.10E-13	62.16186142	0.01	167	397	206	443	174	449	0.85	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  		0
SETIT_013119mg	SETIT_013119mg	1502	Query	-	528	1.50E-13	63.2	0	1	1	1.40E-17	3.40E-13	62.01623917	0.01	166	397	127	365	96	371	0.83	hypothetical protein		0
TRIDC2BG028870	TRIDC2BG028870	1080	Query	-	528	1.50E-13	63.2	0	1	1	9.70E-18	2.30E-13	62.57426834	0.01	266	397	35	177	10	189	0.86			0
HORVU6Hr1G005220	HORVU6Hr1G005220	202	Query	-	528	1.60E-13	63.1	1	1	1	7.50E-18	1.80E-13	62.94052124	1	26	151	71	200	52	202	0.91			0
BBJ28_00009523	BBJ28_00009523	884	Query	-	528	1.60E-13	63.1	0	1	1	3.60E-16	8.70E-12	57.38415909	0.07	191	348	332	492	324	497	0.86	hypothetical protein		0
HORVU2Hr1G077410	HORVU2Hr1G077410	406	Query	-	528	1.60E-13	63.1	0.8	1	1	3.80E-17	9.10E-13	60.61169052	0.26	27	237	71	274	53	286	0.71			0
HORVU2Hr1G077410	HORVU2Hr1G077410	370	Query	-	528	1.70E-13	63	0.5	1	1	3.90E-17	9.40E-13	60.57187271	0.51	30	239	38	240	31	348	0.8			0
MTR_1g097110	MTR_1g097110	1595	Query	-	528	1.70E-13	63	0	1	1	1.50E-17	3.50E-13	61.98553085	0.02	167	401	265	504	225	507	0.82	phosphatidylinositol-4-phosphate 5-kinase family protein		0
HORVU2Hr1G077410	HORVU2Hr1G077410	412	Query	-	528	1.80E-13	63	0.8	1	1	3.50E-17	8.30E-13	60.73855972	0.3	27	238	77	281	60	301	0.73			0
POVCU2_0060490	POVCU2_0060490	391	Query	-	528	1.80E-13	63	0	1	1	1.30E-17	3.00E-13	62.18248749	0	359	424	322	387	299	390	0.89	"exonuclease I, putative"		0
HORVU2Hr1G077410	HORVU2Hr1G077410	413	Query	-	528	1.80E-13	63	0.8	1	1	3.50E-17	8.40E-13	60.72933197	0.3	27	238	78	282	61	302	0.73			0
HORVU2Hr1G077410	HORVU2Hr1G077410	420	Query	-	528	1.80E-13	62.9	0.8	1	1	4.00E-17	9.40E-13	60.56302261	0.29	27	238	85	289	67	303	0.72			0
Zm00001d035004	Zm00001d035004	704	Query	-	528	1.80E-13	62.9	0	1	1	2.30E-17	5.40E-13	61.3560791	0.01	166	397	32	270	14	276	0.86	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  		0
HORVU2Hr1G077410	HORVU2Hr1G077410	382	Query	-	528	2.00E-13	62.8	0.8	1	1	5.50E-17	1.30E-12	60.07973099	0.19	30	237	14	214	8	228	0.72			1
GLYMA_20G019400	GLYMA_20G019400	485	Query	-	528	2.10E-13	62.7	3.6	1	2	1.60E-05	0.39	22.23908997	0.26	80	182	19	120	5	174	0.81	hypothetical protein		0
GLYMA_20G019400	GLYMA_20G019400	485	Query	-	528	2.10E-13	62.7	3.6	2	2	2.80E-11	6.60E-07	41.26813126	0.28	378	522	331	471	311	476	0.85	hypothetical protein		0
HORVU2Hr1G077410	HORVU2Hr1G077410	448	Query	-	528	2.10E-13	62.7	0.9	1	1	4.80E-17	1.10E-12	60.28041077	0.3	27	237	77	280	59	293	0.71			1
HORVU6Hr1G000180	HORVU6Hr1G000180	227	Query	-	528	2.10E-13	62.7	1.2	1	1	1.00E-17	2.40E-13	62.49678802	1.21	24	140	105	225	87	227	0.91			0
TRIDC7BG037450	TRIDC7BG037450	1436	Query	-	528	2.10E-13	62.7	0	1	1	1.70E-17	4.00E-13	61.78553391	0	166	398	32	271	26	276	0.86			0
AET7Gv20808200	AET7Gv20808200	1402	Query	-	528	2.10E-13	62.7	0	1	1	1.60E-17	3.90E-13	61.83773041	0	166	398	200	439	194	444	0.86			1
Zm00001d035004	Zm00001d035004	768	Query	-	528	2.20E-13	62.7	0	1	1	2.70E-17	6.50E-13	61.10526657	0.01	166	397	32	270	14	276	0.86	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  		0
AET7Gv20808200	AET7Gv20808200	1455	Query	-	528	2.30E-13	62.6	0	1	1	1.70E-17	4.10E-13	61.75713348	0	166	398	253	492	247	497	0.86			0
GLYMA_07G221100	GLYMA_07G221100	485	Query	-	528	2.30E-13	62.6	5	1	1	9.00E-12	2.10E-07	42.88327789	0.81	378	523	331	472	314	476	0.86	hypothetical protein		0
TRIUR3_20699	TRIUR3_20699	1480	Query	-	528	2.30E-13	62.6	0	1	1	1.80E-17	4.20E-13	61.72046661	0	166	398	215	454	209	459	0.86	1-phosphatidylinositol-3-phosphate 5-kinase FAB1 [Source:UniProtKB/TrEMBL;Acc:M7Z374]		0
ACHHYP_02321	ACHHYP_02321	1275	Query	-	528	2.30E-13	62.6	0	1	1	1.80E-17	4.30E-13	61.69569778	0.01	193	384	302	500	292	511	0.84	phosphatidylinositol-3-phosphate 5-kinase		0
HORVU2Hr1G077410	HORVU2Hr1G077410	415	Query	-	528	2.40E-13	62.5	0.3	1	1	3.80E-17	9.00E-13	60.63096619	0.27	27	238	71	275	54	290	0.72			0
TRIDC7AG045510	TRIDC7AG045510	1503	Query	-	528	2.40E-13	62.5	0	1	1	1.80E-17	4.30E-13	61.68741989	0	166	398	200	439	194	444	0.86			1
AET7Gv20808200	AET7Gv20808200	1513	Query	-	528	2.40E-13	62.5	0	1	1	1.80E-17	4.30E-13	61.67334366	0	166	398	200	439	194	444	0.86			0
AET7Gv20808200	AET7Gv20808200	1514	Query	-	528	2.40E-13	62.5	0	1	1	1.80E-17	4.40E-13	61.67194366	0	166	398	200	439	194	444	0.86			0
Csa_7G206930	Csa_7G206930	1477	Query	-	528	2.40E-13	62.5	1.1	1	1	2.20E-17	5.30E-13	61.39070129	1.07	167	400	140	378	132	383	0.82	hypothetical protein		0
TRIDC7AG045510	TRIDC7AG045510	1520	Query	-	528	2.40E-13	62.5	0	1	1	1.80E-17	4.40E-13	61.66344833	0	166	398	129	368	123	373	0.86			0
SORBI_3007G004500	SORBI_3007G004500	1604	Query	-	528	2.40E-13	62.5	0	1	1	2.10E-17	4.90E-13	61.50119019	0	167	397	211	448	186	454	0.85	hypothetical protein		0
H310_10976	H310_10976	1257	Query	-	528	2.50E-13	62.5	0	1	1	2.00E-17	4.70E-13	61.57339859	0.02	208	381	452	634	441	639	0.83	"hypothetical protein, variant 4"		0
H310_10976	H310_10976	1272	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.54859161	0.02	208	381	452	634	441	639	0.83	"hypothetical protein, variant 4"		0
AET2Gv20708400	AET2Gv20708400	280	Query	-	528	2.60E-13	62.4	0.2	1	1	5.10E-17	1.20E-12	60.19146347	0.2	31	156	5	130	1	214	0.72			0
TRIDC7BG037450	TRIDC7BG037450	1604	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55002975	0	166	398	200	439	194	444	0.86			2
TraesCS7B02G225600	TraesCS7B02G225600	1604	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55002975	0	166	398	200	439	194	444	0.86			0
TraesCS7B02G225600	TraesCS7B02G225600	1605	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.54867935	0	166	398	200	439	194	444	0.86			0
AET7Gv20808200	AET7Gv20808200	1582	Query	-	528	2.60E-13	62.4	0	1	1	1.90E-17	4.60E-13	61.57894516	0	166	398	200	439	194	444	0.86			0
Zm00001d035004	Zm00001d035004	871	Query	-	528	2.60E-13	62.4	0	1	1	2.80E-17	6.70E-13	61.06194305	0.01	165	397	198	437	166	443	0.85	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  		0
TRIDC7BG037450	TRIDC7BG037450	1616	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.80E-13	61.53444672	0	166	398	212	451	206	456	0.86			0
AET7Gv20808200	AET7Gv20808200	1593	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.56443024	0	166	398	192	431	186	436	0.86			1
FCC1311_097441	FCC1311_097441	1780	Query	-	528	2.60E-13	62.4	0	1	1	4.80E-17	1.10E-12	60.29070663	0	162	334	136	299	126	402	0.83	Phosphatidylinositol 4-phosphate 5-kinase 1		0
AET7Gv20808200	AET7Gv20808200	1601	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55389404	0	166	398	200	439	194	444	0.86			5
TraesCS7D02G321500	TraesCS7D02G321500	1601	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55389404	0	166	398	200	439	194	444	0.86			0
TraesCS7D02G321500	TraesCS7D02G321500	1602	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55265045	0	166	398	200	439	194	444	0.86			0
TraesCS7A02G325000	TraesCS7A02G325000	1604	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55002975	0	166	398	200	439	194	444	0.86			0
TRIDC7AG045510	TRIDC7AG045510	1604	Query	-	528	2.60E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.55002975	0	166	398	200	439	194	444	0.86			1
TraesCS7A02G325000	TraesCS7A02G325000	1605	Query	-	528	2.70E-13	62.4	0	1	1	2.00E-17	4.70E-13	61.54867935	0	166	398	200	439	194	444	0.86			0
STCU_02544	STCU_02544	231	Query	-	528	2.70E-13	62.4	0.2	1	1	1.20E-17	3.00E-13	62.21851349	0.23	15	210	20	218	9	231	0.86	chaperonin HSP60 mitochondrial precursor		0
H257_05898	H257_05898	1495	Query	-	528	2.70E-13	62.4	0	1	1	2.50E-17	6.00E-13	61.20997238	0.01	206	381	446	630	438	635	0.84	hypothetical protein		0
HannXRQ_Chr09g0254141	HannXRQ_Chr09g0254141	1419	Query	-	528	2.70E-13	62.3	0.4	1	1	3.10E-17	7.40E-13	60.90636444	0.43	133	401	128	400	121	404	0.82	putative FORMS APLOID AND BINUCLEATE CELLS 1A		0
TRIDC7BG037450	TRIDC7BG037450	1662	Query	-	528	2.70E-13	62.3	0	1	1	2.10E-17	5.00E-13	61.47613144	0	166	398	258	497	252	502	0.86			0
TRIDC5AG053640	TRIDC5AG053640	438	Query	-	528	2.70E-13	62.3	6.9	1	1	6.40E-17	1.50E-12	59.86572266	2.83	28	157	5	134	2	214	0.78			0
DFA_10824	DFA_10824	2230	Query	-	528	2.80E-13	62.3	0.2	1	1	2.50E-15	6.10E-11	54.59826279	0.17	210	390	845	1075	836	1080	0.89	FYVE-type zinc finger-containing protein		0
BBJ28_00000769	BBJ28_00000769	1344	Query	-	528	2.80E-13	62.3	0	1	1	6.30E-16	1.50E-11	56.58911514	0.05	191	347	231	390	223	396	0.85	hypothetical protein		0
TRIDC7BG037450	TRIDC7BG037450	1684	Query	-	528	2.80E-13	62.3	0	1	1	2.10E-17	5.10E-13	61.44894409	0	166	398	280	519	274	524	0.86			0
TRIDC7BG037450	TRIDC7BG037450	1685	Query	-	528	2.80E-13	62.3	0	1	1	2.10E-17	5.10E-13	61.44775391	0	166	398	280	519	274	524	0.86			0
AET7Gv20808200	AET7Gv20808200	1665	Query	-	528	2.80E-13	62.3	0	1	1	2.10E-17	5.00E-13	61.47235489	0	166	398	264	503	258	508	0.86			0
H310_10976	H310_10976	1332	Query	-	528	2.80E-13	62.3	0	1	1	2.10E-17	5.10E-13	61.453022	0.02	208	381	268	450	257	455	0.83	"hypothetical protein, variant 4"		0
TRIDC7BG037450	TRIDC7BG037450	1712	Query	-	528	2.90E-13	62.3	0	1	1	2.20E-17	5.20E-13	61.41502762	0	166	398	308	547	302	552	0.86			0
PHYSODRAFT_295941	PHYSODRAFT_295941	1590	Query	-	528	2.90E-13	62.2	0	1	1	2.40E-16	5.70E-12	57.9757576	0.02	190	350	389	552	381	555	0.88	hypothetical protein		0
H310_10976	H310_10976	1391	Query	-	528	3.00E-13	62.2	0	1	1	2.30E-17	5.40E-13	61.36437988	0.02	208	381	327	509	316	514	0.83	"hypothetical protein, variant 4"		0
